"The Play House","1921","G","06 Oct 1921","Short, Comedy, Fantasy","18 min","2552","7.8","tt0012570"
"The Trouble with Harry","1955","PG","03 Oct 1955","Mystery","99 min","23219","7.2","tt0048750"
"Around the World in Eighty Days","1956","G","17 Oct 1956","Adventure, Comedy, Family","175 min","16718","6.8","tt0048960"
"...And God Created Woman","1956","PG","21 Oct 1957","Drama, Romance","90 min","5054","6.3","tt0049189"
"The King and I","1956","G","29 Jun 1956","Biography, Drama, Musical","133 min","18265","7.5","tt0049408"
"The Man Who Knew Too Much","1956","PG","01 Jun 1956","Thriller","120 min","39190","7.5","tt0049470"
"War and Peace","1956","PG","21 Aug 1956","Drama, Romance, War","208 min","6433","6.8","tt0049934"
"A King in New York","1957","G","12 Sep 1957","Comedy, Drama","105 min","5144","7.3","tt0050598"
"King Creole","1958","PG","02 Jul 1958","Crime, Drama, Musical","116 min","3127","7.0","tt0051818"
"Touch of Evil","1958","PG-13","01 May 1958","Crime, Film-Noir, Thriller","95 min","67525","8.2","tt0052311"
"Ben-Hur","1959","G","26 Dec 1959","Adventure, Drama, History","212 min","146459","8.1","tt0052618"
"Black Orpheus","1959","PG","21 Dec 1959","Drama, Music, Romance","100 min","6767","7.5","tt0053146"
"Shadows","1959","PG","18 Mar 1961","Drama","87 min","6595","7.4","tt0053270"
"The City of the Dead","1960","PG-13","12 Sep 1961","Horror, Mystery, Thriller","78 min","3484","6.9","tt0053719"
"G.I. Blues","1960","PG","23 Nov 1960","Comedy, Musical","104 min","2203","6.1","tt0053848"
"Purple Noon","1960","PG-13","10 Mar 1960","Crime, Thriller","118 min","8608","7.8","tt0054189"
"Psycho","1960","R","08 Sep 1960","Horror, Mystery, Thriller","109 min","385720","8.6","tt0054215"
"Spartacus","1960","PG-13","07 Oct 1960","Adventure, Biography, Drama","197 min","92691","7.9","tt0054331"
"Swiss Family Robinson","1960","G","21 Dec 1960","Adventure, Family","126 min","9465","7.2","tt0054357"
"Blue Hawaii","1961","PG","22 Nov 1961","Comedy, Musical","102 min","3701","6.0","tt0054692"
"King of Kings","1961","PG-13","30 Oct 1961","Biography, Drama, History","168 min","4394","7.1","tt0055047"
"101 Dalmatians","1961","G","25 Jan 1961","Animation, Adventure, Comedy","79 min","102474","7.2","tt0055254"
"Voyage to the Bottom of the Sea","1961","PG","12 Jul 1961","Action, Adventure, Sci-Fi","105 min","3928","6.1","tt0055608"
"Lawrence of Arabia","1962","PG","11 Dec 1962","Adventure, Biography, Drama","216 min","176079","8.4","tt0056172"
"The Longest Day","1962","G","04 Oct 1962","Action, Drama, History","178 min","41295","7.8","tt0056197"
"The Birds","1963","PG-13","29 Mar 1963","Horror","119 min","120234","7.8","tt0056869"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","1964","PG","29 Jan 1964","Comedy, War","95 min","317903","8.5","tt0057012"
"The Leopard","1963","PG","15 Jul 1963","Drama, History","187 min","15234","8.1","tt0057091"
"The Incredible Journey","1963","G","20 Nov 1963","Adventure, Drama, Family","80 min","2580","7.1","tt0057180"
"Mondo cane","1962","R","30 Mar 1962","Documentary","108 min","2459","6.4","tt0057318"
"The Sword in the Stone","1963","G","25 Dec 1963","Animation, Adventure, Comedy","79 min","59432","7.2","tt0057546"
"The Terror","1963","PG","16 May 1964","Horror, Thriller","81 min","5053","5.0","tt0057569"
"The Silence","1963","R","03 Feb 1964","Drama","96 min","11423","8.1","tt0057611"
"Becket","1964","PG-13","11 Mar 1964","Biography, Drama, History","148 min","10622","8.0","tt0057877"
"A Fistful of Dollars","1964","R","18 Jan 1967","Action, Drama, Western","99 min","130465","8.1","tt0058461"
"Doctor Zhivago","1965","PG-13","31 Dec 1965","Drama, Romance, War","197 min","53122","8.0","tt0059113"
"The Ghost and Mr. Chicken","1966","G","20 Jan 1966","Comedy, Family, Mystery","90 min","3753","7.4","tt0059221"
"The Greatest Story Ever Told","1965","G","09 Apr 1965","Biography, Drama, History","225 min","6109","6.6","tt0059245"
"Invasion of Astro-Monster","1965","G","29 Jul 1970","Action, Adventure, Romance","93 min","2971","6.4","tt0059346"
"Operation Crossbow","1965","PG-13","01 Apr 1965","Action, Drama, War","115 min","2945","6.6","tt0059549"
"The Sound of Music","1965","G","29 Mar 1965","Biography, Drama, Family","174 min","136766","8.0","tt0059742"
"Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes","1965","G","16 Jun 1965","Adventure, Comedy, Family","138 min","5431","7.0","tt0059797"
"Batman: The Movie","1966","PG","26 Oct 1966","Adventure, Comedy, Family","105 min","21538","6.5","tt0060153"
"Born Free","1966","PG","22 Jun 1966","Adventure, Drama, Family","95 min","4361","7.3","tt0060182"
"The Endless Summer","1966","PG","17 Aug 1968","Documentary, Sport","95 min","3549","7.8","tt0060371"
"Fantastic Voyage","1966","PG","24 Aug 1966","Adventure, Family, Sci-Fi","100 min","12440","6.9","tt0060397"
"Godzilla vs. the Sea Monster","1966","PG","N/A","Action, Adventure, Comedy","83 min","2634","5.1","tt0060464"
"Don't Look Now... We're Being Shot At!","1966","G","08 Dec 1966","Comedy, War","132 min","10247","8.0","tt0060474"
"Kill Baby, Kill","1966","PG","08 Oct 1968","Horror, Mystery","83 min","3532","7.1","tt0060794"
"Seconds","1966","R","14 Nov 1966","Drama, Mystery, Sci-Fi","106 min","10505","7.7","tt0060955"
"Torn Curtain","1966","PG","01 Jul 1966","Thriller","128 min","17523","6.7","tt0061107"
"The Trouble with Angels","1966","PG","30 Mar 1966","Comedy","112 min","3322","7.4","tt0061122"
"What's Up, Tiger Lily?","1966","PG","02 Nov 1966","Adventure, Comedy, Crime","80 min","7412","6.1","tt0061177"
"Winnie the Pooh and the Honey Tree","1966","G","04 Feb 1966","Animation, Short, Family","25 min","2153","8.0","tt0061199"
"Camelot","1967","G","25 Oct 1967","Adventure, Comedy, Drama","179 min","4551","6.7","tt0061439"
"Carry on Doctor","1967","PG","15 Dec 1967","Comedy","94 min","2323","6.4","tt0061450"
"Cool Hand Luke","1967","PG","01 Nov 1967","Crime, Drama","126 min","111393","8.2","tt0061512"
"A Countess from Hong Kong","1967","G","15 Mar 1967","Comedy, Romance","120 min","3648","6.0","tt0061523"
"Blood River","1967","PG-13","01 May 1969","Western","109 min","2516","6.3","tt0061576"
"Far from the Madding Crowd","1967","PG","18 Oct 1967","Drama, History, Romance","168 min","3679","7.2","tt0061648"
"In Cold Blood","1967","R","07 Mar 1968","Crime, Drama, History","134 min","18105","8.0","tt0061809"
"Son of Godzilla","1967","PG","16 Dec 1967","Action, Adventure, Family","84 min","2250","5.1","tt0061856"
"The Night of the Generals","1967","PG","24 Feb 1967","Crime, Drama, Mystery","148 min","4540","7.4","tt0062038"
"Le Samouraï","1967","PG","01 Jan 1967","Crime, Drama, Mystery","101 min","29695","8.1","tt0062229"
"The Shooting","1966","G","12 Jun 1968","Western","82 min","2652","6.8","tt0062262"
"Thoroughly Modern Millie","1967","G","21 Mar 1967","Comedy, Musical","138 min","4276","7.0","tt0062362"
"Valley of the Dolls","1967","PG-13","09 Feb 1968","Drama, Music, Romance","123 min","4976","5.8","tt0062430"
"2001: A Space Odyssey","1968","G","15 May 1968","Mystery, Sci-Fi","160 min","387129","8.3","tt0062622"
"5 Card Stud","1968","PG","22 Nov 1968","Western, Mystery","103 min","2219","6.5","tt0062626"
"Anzio","1968","PG-13","24 Jul 1968","Drama, History, War","117 min","2101","6.0","tt0062673"
"Stolen Kisses","1968","R","01 Feb 1969","Comedy, Drama, Romance","90 min","8131","7.8","tt0062695"
"Bandolero!","1968","PG-13","01 Jun 1968","Action, Crime, Drama","106 min","3010","6.5","tt0062708"
"Barbarella","1968","PG","10 Oct 1968","Adventure, Comedy, Fantasy","98 min","23035","5.9","tt0062711"
"Les Biches","1968","R","26 Sep 1968","Drama","100 min","2213","7.2","tt0062728"
"Bullitt","1968","PG","17 Oct 1968","Action, Crime, Mystery","114 min","43666","7.5","tt0062765"
"The Charge of the Light Brigade","1968","PG-13","11 Oct 1968","Drama, History, War","139 min","2114","6.8","tt0062790"
"Charly","1968","PG","23 Sep 1968","Drama, Sci-Fi","103 min","4839","7.1","tt0062794"
"Chitty Chitty Bang Bang","1968","G","18 Dec 1968","Adventure, Family, Fantasy","144 min","27911","6.9","tt0062803"
"The Young Girls of Rochefort","1967","G","11 Apr 1968","Comedy, Drama, Musical","125 min","4388","7.6","tt0062873"
"The Devil Rides Out","1968","G","20 Jul 1968","Horror","95 min","4836","7.1","tt0062885"
"Dracula Has Risen from the Grave","1968","G","06 Feb 1969","Drama, Fantasy, Horror","92 min","4228","6.6","tt0062909"
"Faces","1968","R","01 Jun 1968","Drama","130 min","6415","7.8","tt0062952"
"Finian's Rainbow","1968","G","09 Oct 1968","Family, Fantasy, Musical","141 min","2414","6.2","tt0062974"
"Funny Girl","1968","G","19 Sep 1968","Biography, Comedy, Drama","151 min","12289","7.5","tt0062994"
"The Green Berets","1968","G","27 Jul 1968","Drama, War","142 min","9305","5.6","tt0063035"
"Head","1968","G","20 Nov 1968","Comedy, Musical, Fantasy","86 min","4402","6.6","tt0063049"
"The Heart Is a Lonely Hunter","1968","G","31 Jul 1968","Drama","123 min","2636","7.8","tt0063050"
"Hell in the Pacific","1968","G","18 Dec 1968","Drama, War","103 min","5589","7.4","tt0063056"
"Hellfighters","1968","G","27 Nov 1968","Action, Adventure, Drama","121 min","3591","6.5","tt0063060"
"I Love You, Alice B. Toklas!","1968","R","18 Oct 1968","Comedy, Romance","92 min","2270","6.3","tt0063115"
"Ice Station Zebra","1968","G","23 Oct 1968","Adventure, Drama, Thriller","148 min","6427","6.6","tt0063121"
"Destroy All Monsters","1968","G","23 May 1969","Action, Horror, Sci-Fi","88 min","2862","6.6","tt0063172"
"The Lion in Winter","1968","PG","30 Oct 1968","Drama, History","134 min","22222","8.2","tt0063227"
"The Mercenary","1968","PG-13","29 Aug 1968","Comedy, Western","110 min","2502","7.3","tt0063293"
"The Odd Couple","1968","G","16 May 1968","Comedy, Romance","105 min","23782","7.7","tt0063374"
"Oliver!","1968","G","27 Sep 1968","Drama, Family, Musical","153 min","23616","7.5","tt0063385"
"The Party","1968","PG","04 Apr 1968","Comedy","99 min","28447","7.6","tt0063415"
"Petulia","1968","R","10 Jun 1968","Drama, Romance","105 min","2085","7.3","tt0063426"
"Play Dirty","1969","PG","01 Jan 1969","Adventure, Drama, War","118 min","2091","6.8","tt0063443"
"Planet of the Apes","1968","G","03 Apr 1968","Adventure, Sci-Fi","112 min","130135","8.0","tt0063442"
"The Producers","1967","PG","10 Nov 1968","Comedy","88 min","37679","7.7","tt0063462"
"Rachel, Rachel","1968","R","26 Aug 1968","Drama, Romance","101 min","2139","7.5","tt0063483"
"Romeo and Juliet","1968","PG","08 Oct 1968","Drama, Romance","138 min","22746","7.7","tt0063518"
"Rosemary's Baby","1968","R","12 Jun 1968","Drama, Horror","136 min","132389","8.0","tt0063522"
"The Shoes of the Fisherman","1968","G","14 Nov 1968","Drama","162 min","2469","7.2","tt0063599"
"Shame","1968","R","23 Dec 1968","Drama","103 min","7477","8.0","tt0063611"
"Targets","1968","R","15 Aug 1968","Thriller","90 min","5810","7.4","tt0063671"
"The Thomas Crown Affair","1968","R","19 Jun 1968","Crime, Drama, Romance","102 min","15739","7.0","tt0063688"
"Spirits of the Dead","1968","R","23 Jul 1969","Horror, Mystery","121 min","3740","6.7","tt0063715"
"Who's That Knocking at My Door","1967","R","20 Jan 1978","Drama, Romance","90 min","5312","6.8","tt0063803"
"Winnie the Pooh and the Blustery Day","1968","G","20 Dec 1968","Animation, Short, Family","25 min","3375","8.0","tt0063819"
"Yellow Submarine","1968","G","13 Nov 1968","Animation, Adventure, Comedy","85 min","18154","7.4","tt0063823"
"Alice's Restaurant","1969","R","20 Aug 1969","Comedy, Drama","111 min","3148","6.3","tt0064002"
"Battle of Britain","1969","G","24 Oct 1969","Action, Drama, History","132 min","15231","7.0","tt0064072"
"The Battle of Neretva","1969","G","07 Oct 1969","Drama, War","175 min","2134","7.2","tt0064091"
"Bob & Carol & Ted & Alice","1969","R","16 Jan 1970","Comedy, Drama","105 min","3738","6.8","tt0064100"
"A Boy Named Charlie Brown","1969","G","04 Dec 1969","Animation, Comedy, Drama","86 min","3041","7.4","tt0064107"
"Once Upon a Time in the West","1968","PG-13","21 Dec 1968","Western","175 min","199287","8.6","tt0064116"
"The Damned","1969","R","18 Dec 1969","Drama","156 min","5076","7.6","tt0064118"
"Carry on Camping","1969","R","20 Jun 1969","Comedy","88 min","3225","6.5","tt0064133"
"The Brain","1969","G","13 Nov 1969","Comedy, Crime","100 min","2367","6.9","tt0064146"
"Boot Hill","1969","PG","20 Dec 1969","Western, Comedy","87 min","2027","5.7","tt0064175"
"Death Rides a Horse","1966","R","31 Aug 1967","Western","114 min","4330","7.2","tt0064208"
"Easy Rider","1969","R","26 Jun 1969","Drama","95 min","70661","7.4","tt0064276"
"The Wild Child","1970","G","11 Sep 1970","Drama","83 min","5451","7.6","tt0064285"
"Godzilla's Revenge","1969","G","08 Dec 1971","Action, Adventure, Family","70 min","2297","3.9","tt0064373"
"Goodbye, Mr. Chips","1969","G","24 Nov 1969","Drama, Musical, Romance","155 min","2274","7.0","tt0064382"
"The Green Slime","1968","G","21 May 1969","Drama, Horror, Sci-Fi","90 min","2142","4.4","tt0064393"
"Hello, Dolly!","1969","G","16 Dec 1969","Comedy, Musical, Romance","146 min","9320","7.2","tt0064418"
"The Honeymoon Killers","1969","R","04 Feb 1970","Crime, Drama, Romance","108 min","2845","7.1","tt0064437"
"The Italian Job","1969","G","03 Sep 1969","Action, Comedy, Crime","99 min","28976","7.4","tt0064505"
"Journey to the Far Side of the Sun","1969","G","11 Nov 1969","Sci-Fi","101 min","2293","6.4","tt0064519"
"Kes","1969","PG-13","03 Apr 1970","Drama, Family","110 min","11852","7.8","tt0064541"
"The Love Bug","1968","G","13 Mar 1969","Comedy, Family, Fantasy","108 min","9803","6.4","tt0064603"
"My Night at Maud's","1969","PG","22 Mar 1970","Drama","105 min","6213","8.1","tt0064612"
"Marooned","1969","G","11 Dec 1969","Adventure, Drama, Sci-Fi","134 min","3313","5.8","tt0064639"
"Medium Cool","1969","R","N/A","Drama","111 min","2385","7.4","tt0064652"
"Paint Your Wagon","1969","PG-13","15 Oct 1969","Comedy, Drama, Musical","158 min","8981","6.7","tt0064782"
"The Passion of Anna","1969","R","28 May 1970","Drama","101 min","5532","7.8","tt0064793"
"The Phantom Tollbooth","1970","G","01 Dec 1972","Family, Adventure, Animation","90 min","2064","7.0","tt0064806"
"The Prime of Miss Jean Brodie","1969","PG","27 Jun 1969","Drama","116 min","6376","7.6","tt0064840"
"Ace High","1968","PG-13","03 Sep 1969","Comedy, Western","132 min","2459","6.6","tt0064860"
"Burn!","1969","R","21 Oct 1970","Action, Drama","112 min","3200","7.4","tt0064866"
"The Reivers","1969","PG-13","25 Dec 1969","Comedy, Drama","107 min","2030","6.9","tt0064886"
"Sabata","1969","PG-13","16 Sep 1969","Western","111 min","3008","6.9","tt0064916"
"A Professional Gun","1968","PG-13","29 Aug 1968","Comedy, Western","110 min","2460","7.3","tt0063293"
"Salesman","1968","G","N/A","Documentary","85 min","3250","7.9","tt0064921"
"Fellini Satyricon","1969","R","11 Mar 1970","Drama, Fantasy, History","128 min","11155","6.9","tt0064940"
"Scream and Scream Again","1970","R","13 Feb 1970","Horror, Sci-Fi, Crime","95 min","2059","5.7","tt0064949"
"The Secret of Santa Vittoria","1969","PG-13","27 Feb 1970","Comedy, Drama, War","139 min","2061","7.4","tt0064952"
"Mississippi Mermaid","1969","R","18 Jun 1969","Crime, Drama, Romance","123 min","4195","7.2","tt0064990"
"Sweet Charity","1969","G","17 May 1969","Comedy, Drama, Music","149 min","3283","7.0","tt0065054"
"Support Your Local Sheriff!","1969","G","26 Mar 1969","Action, Comedy, Romance","92 min","7201","7.5","tt0065051"
"The Undefeated","1969","G","27 Nov 1969","Western","119 min","3907","6.6","tt0065150"
"The Valley of Gwangi","1969","G","25 Jul 1969","Western, Sci-Fi, Thriller","96 min","2532","6.2","tt0065163"
"The Wild Bunch","1969","R","18 Jun 1969","Action, Adventure, Western","145 min","60274","8.0","tt0065214"
"Airport","1970","G","05 Mar 1970","Drama, Romance, Thriller","137 min","12513","6.6","tt0065377"
"The AristoCats","1970","G","24 Dec 1970","Animation, Adventure, Comedy","78 min","57061","7.1","tt0065421"
"The Ballad of Cable Hogue","1970","R","13 May 1970","Comedy, Drama, Romance","121 min","6014","7.4","tt0065446"
"Beneath the Planet of the Apes","1970","G","26 May 1970","Action, Adventure, Sci-Fi","95 min","30457","6.1","tt0065462"
"Bloody Mama","1970","R","24 Mar 1970","Crime, Drama","90 min","2213","5.6","tt0065481"
"Borsalino","1970","R","13 Aug 1970","Crime, Drama","125 min","2105","7.0","tt0065486"
"The Boys in the Band","1970","R","17 Mar 1970","Comedy, Drama","118 min","2680","7.7","tt0065488"
"Brewster McCloud","1970","R","18 Aug 1971","Comedy, Fantasy","105 min","2907","7.0","tt0065492"
"Mark of the Devil","1970","R","05 Apr 1972","Drama, History, Horror","90 min","2005","6.1","tt0065491"
"Catch-22","1970","R","24 Jun 1970","Comedy, Drama, War","122 min","16611","7.2","tt0065528"
"Chisum","1970","G","29 Jul 1970","Biography, Western","111 min","6212","6.9","tt0065547"
"The Computer Wore Tennis Shoes","1969","G","31 Dec 1969","Family, Comedy","91 min","2937","6.0","tt0065566"
"The Conformist","1970","R","22 Oct 1970","Drama","111 min","16142","8.1","tt0065571"
"Countess Dracula","1971","PG","11 Oct 1972","Horror","93 min","2331","6.0","tt0065580"
"Cromwell","1970","G","14 Aug 1970","Biography, Drama, History","139 min","3316","6.9","tt0065593"
"The Decameron","1971","R","N/A","Comedy, Drama, History","112 min","6425","7.0","tt0065622"
"The Dunwich Horror","1970","R","14 Jan 1970","Horror","90 min","2504","5.4","tt0065669"
"Five Easy Pieces","1970","R","12 Sep 1970","Drama","98 min","23972","7.5","tt0065724"
"The Garden of the Finzi-Continis","1970","R","16 Dec 1971","Drama, History, War","94 min","4332","7.6","tt0065777"
"Gimme Shelter","1970","R","06 Dec 1970","Documentary, Music, Thriller","91 min","7682","7.9","tt0065780"
"Hercules in New York","1969","G","25 Feb 1970","Adventure, Family, Fantasy","75 min","13969","3.2","tt0065832"
"Hi, Mom!","1970","R","N/A","Comedy, Drama","87 min","3058","6.2","tt0065836"
"The House That Dripped Blood","1971","PG","22 Feb 1971","Horror","102 min","2936","6.6","tt0065854"
"Husbands","1970","PG-13","08 Dec 1970","Comedy, Drama","131 min","3191","7.5","tt0065867"
"Investigation of a Citizen Above Suspicion","1970","R","12 Feb 1970","Crime, Drama","112 min","4975","8.1","tt0065889"
"Let It Be","1970","G","20 May 1970","Documentary, Music","81 min","3770","7.9","tt0065976"
"Little Big Man","1970","PG-13","23 Dec 1970","Comedy, History, Western","139 min","25650","7.7","tt0065988"
"Love Story","1970","PG","16 Dec 1970","Drama, Romance","99 min","21799","6.9","tt0066011"
"MASH","1970","R","01 Mar 1970","Comedy, War, Drama","116 min","52787","7.6","tt0066026"
"A Man Called Horse","1970","R","01 May 1970","Adventure, Drama, Western","114 min","6305","6.9","tt0066049"
"The Molly Maguires","1970","PG","17 Jun 1970","Drama, History","124 min","2529","6.9","tt0066090"
"Deep End","1970","R","N/A","Comedy, Drama, Romance","88 min","3198","7.2","tt0066122"
"On a Clear Day You Can See Forever","1970","G","17 Jun 1970","Comedy, Drama, Fantasy","129 min","2629","6.7","tt0066181"
"The Out of Towners","1970","G","28 May 1970","Comedy","101 min","5463","7.1","tt0066193"
"The Owl and the Pussycat","1970","R","03 Nov 1970","Comedy","95 min","2224","6.8","tt0066195"
"Performance","1970","R","04 Sep 1970","Crime, Drama","105 min","6211","7.0","tt0066214"
"Pippi in the South Seas","1970","G","01 Sep 1975","Adventure, Family","86 min","3033","6.9","tt0066227"
"The Private Life of Sherlock Holmes","1970","PG-13","29 Oct 1970","Adventure, Comedy, Crime","125 min","7259","7.2","tt0066249"
"Pippi on the Run","1970","G","N/A","Adventure, Family","94 min","2064","6.8","tt0066265"
"The Railway Children","1970","G","26 Dec 1970","Family, Drama","109 min","2681","7.4","tt0066279"
"Rio Lobo","1970","G","18 Dec 1970","Adventure, Western, Romance","114 min","6882","6.8","tt0066301"
"Ryan's Daughter","1970","R","01 Jan 1971","Drama, History, Romance","206 min","5945","7.5","tt0066319"
"Scrooge","1970","G","05 Nov 1970","Drama, Family, Fantasy","113 min","5985","7.5","tt0066344"
"Soldier Blue","1970","R","30 Oct 1970","History, Western","112 min","3560","6.9","tt0066390"
"Blade of the Ripper","1971","R","15 Jan 1971","Mystery, Thriller","81 min","2210","7.0","tt0066412"
"THX 1138","1971","R","11 Mar 1971","Drama, Sci-Fi, Thriller","86 min","37130","6.8","tt0066434"
"There Was a Crooked Man...","1970","R","25 Dec 1970","Action, Comedy, Drama","126 min","2593","7.1","tt0066448"
"They Call Me Mister Tibbs!","1970","R","10 Jul 1970","Crime, Drama, Mystery","108 min","2178","6.0","tt0066450"
"Tora! Tora! Tora!","1970","G","23 Sep 1970","Drama, History, War","144 min","23931","7.5","tt0066473"
"The Touch of Satan","1971","PG","23 Aug 1971","Horror","90 min","2255","2.1","tt0066476"
"Tristana","1970","PG-13","29 Apr 1970","Drama","95 min","6758","7.6","tt0066491"
"The Vampire Lovers","1970","R","22 Oct 1970","Horror","91 min","3475","6.6","tt0066518"
"Waterloo","1970","G","29 Oct 1970","Action, Drama, History","123 min","5573","7.3","tt0066549"
"Women in Love","1969","R","25 Mar 1970","Drama, Romance","131 min","4902","7.6","tt0066579"
"Woodstock","1970","R","26 Mar 1970","Documentary, History, Music","184 min","12034","8.1","tt0066580"
"Zabriskie Point","1970","R","09 Feb 1970","Drama","110 min","10109","7.1","tt0066601"
"Companeros","1970","R","01 Apr 1972","Action, Comedy, Western","118 min","2523","7.5","tt0066612"
"Four Flies on Grey Velvet","1971","PG","25 Aug 1972","Crime, Mystery, Thriller","104 min","4350","6.8","tt0066735"
"The Abominable Dr. Phibes","1971","PG-13","18 May 1971","Comedy, Horror","94 min","9639","7.2","tt0066740"
"And Now for Something Completely Different","1971","PG","22 Aug 1972","Comedy","88 min","22024","7.7","tt0066765"
"The Andromeda Strain","1971","G","12 Mar 1971","Sci-Fi, Thriller","131 min","24417","7.2","tt0066769"
"Bedknobs and Broomsticks","1971","G","13 Dec 1971","Adventure, Comedy, Family","117 min","24438","7.0","tt0066817"
"The Beguiled","1971","R","28 May 1971","Drama, Romance, Thriller","105 min","8953","7.1","tt0066819"
"Big Jake","1971","PG-13","26 May 1971","Action, Crime, Drama","110 min","7404","7.2","tt0066831"
"The Blood on Satan's Claw","1971","R","01 Jan 1971","Horror","97 min","2712","6.4","tt0066849"
"The Boy Friend","1971","G","25 Feb 1972","Comedy, Musical, Romance","137 min","2039","7.9","tt0066858"
"Carnal Knowledge","1971","R","21 Oct 1971","Drama","98 min","8202","7.0","tt0066892"
"The Sorrow and the Pity","1969","PG","25 Mar 1972","Documentary, History, War","251 min","2614","8.4","tt0066904"
"Chato's Land","1972","PG","24 Jun 1972","Western","110 min","3122","6.6","tt0066907"
"Dirty Harry","1971","R","23 Dec 1971","Action, Crime, Thriller","102 min","108555","7.8","tt0066999"
"Duel","1971","PG","13 Nov 1971","Action, Thriller","90 min","43637","7.7","tt0067023"
"Escape from the Planet of the Apes","1971","G","21 May 1971","Action, Sci-Fi","98 min","21850","6.3","tt0067065"
"Fiddler on the Roof","1971","G","03 Nov 1971","Drama, Family, Musical","181 min","28193","8.0","tt0067093"
"Delusions of Grandeur","1971","PG","13 Dec 1971","Comedy, History","85 min","4125","7.3","tt0067108"
"The French Connection","1971","R","09 Oct 1971","Action, Crime, Drama","104 min","75856","7.8","tt0067116"
"Get Carter","1971","R","18 Mar 1971","Crime, Thriller","112 min","20840","7.5","tt0067128"
"Duck, You Sucker","1971","PG","20 Oct 1971","Western","138 min","20561","7.7","tt0067140"
"Godzilla vs. Hedorah","1971","PG","01 Feb 1972","Action, Adventure, Horror","85 min","2639","5.9","tt0067148"
"Johnny Got His Gun","1971","R","01 Mar 1972","Drama, War","111 min","11083","7.9","tt0067277"
"Klute","1971","R","25 Jun 1971","Crime, Mystery, Thriller","114 min","14781","7.2","tt0067309"
"The Last Picture Show","1971","R","22 Oct 1971","Drama","118 min","29642","8.1","tt0067328"
"Lawman","1971","R","04 Aug 1971","Western","99 min","2499","7.0","tt0067333"
"Le Mans","1971","G","23 Jun 1971","Action, Adventure, Drama","106 min","5872","6.7","tt0067334"
